#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: IceMinion.png (684 x 64)
# $TexturePacker:SmartUpdate:8af0b458a6285203c515766dd632f35e:808bb13a326a56eb53f456e6c6315f25:68b3ca5487d298f3ebcae21c9c766c6a$
#

Down1;0;575;2;42;51;70;70;0.5;0.49019607843137253
Up1;0;308;2;44;57;70;70;0.5;0.5087719298245614
Up2;1;619;2;63;41;70;70;0.4146341463414634;0.5079365079365079
Up3;0;2;2;40;60;70;70;0.5;0.5166666666666667
Down2;0;354;2;42;57;70;70;0.5;0.5087719298245614
Down3;0;528;2;45;51;70;70;0.4666666666666667;0.49019607843137253
Left1;0;44;2;64;59;70;70;0.5;0.5084745762711864
Left2;0;176;2;64;57;70;70;0.515625;0.49122807017543857
Left3;0;398;2;63;53;70;70;0.47619047619047616;0.4528301886792453
Right1;0;110;2;64;59;70;70;0.5;0.5084745762711864
Right2;0;242;2;64;57;70;70;0.484375;0.49122807017543857
Right3;0;463;2;63;53;70;70;0.5079365079365079;0.4528301886792453
