#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: earth_boss_sprite_sheet.png (60 x 1872)
# $TexturePacker:SmartUpdate:69ee61aa4207dfabb12b1ccf64278aee:14bb5e980c1ee3f4d94cc94e47e86a47:c9d2d723ee084d714db16650889dd273$
#

Front1;0;2;1783;46;87;100;100;0.45652173913043476;0.4942528735632184
Front2;0;2;1605;47;87;100;100;0.46808510638297873;0.4942528735632184
Front3;0;2;1694;47;87;100;100;0.46808510638297873;0.4942528735632184
Front4;0;2;1516;48;87;100;100;0.4583333333333333;0.4942528735632184
Left1;0;2;536;53;88;100;100;0.3584905660377358;0.5
Left2;0;2;626;53;87;100;100;0.37735849056603776;0.5057471264367817
Left3;0;2;2;54;87;100;100;0.37037037037037035;0.5057471264367817
Left4;0;2;91;54;87;100;100;0.37037037037037035;0.5057471264367817
Left5;0;2;715;53;87;100;100;0.37735849056603776;0.5057471264367817
Left6;0;2;1160;52;87;100;100;0.38461538461538464;0.5057471264367817
Left7;0;2;1249;52;87;100;100;0.38461538461538464;0.5057471264367817
Left8;0;2;804;53;87;100;100;0.37735849056603776;0.5057471264367817
Left9;0;2;180;54;87;100;100;0.37037037037037035;0.5057471264367817
Right1;0;2;893;53;87;100;100;0.49056603773584906;0.5057471264367817
Right2;0;2;269;54;87;100;100;0.5;0.5057471264367817
Right3;0;2;358;54;87;100;100;0.5;0.5057471264367817
Right4;0;2;982;53;87;100;100;0.49056603773584906;0.5057471264367817
Right5;0;2;1338;52;87;100;100;0.4807692307692308;0.5057471264367817
Right6;0;2;1427;52;87;100;100;0.4807692307692308;0.5057471264367817
Right7;0;2;1071;53;87;100;100;0.49056603773584906;0.5057471264367817
Right8;0;2;447;54;87;100;100;0.5;0.5057471264367817
