#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# http://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: Earth Boss.png (60 x 1872)
# $TexturePacker:SmartUpdate:2623185ff50bbe7c3e635ec68729e32f:776eaf447706f292ace245bd8af53cba:a89fc43fdc1f1939e619ec6bd9e8deea$
#

Layer_1;0;2;626;53;87;100;100;0.49056603773584906;0.5057471264367817
Layer_10;0;2;1783;46;87;100;100;0.45652173913043476;0.4942528735632184
Layer_11;0;2;1605;47;87;100;100;0.46808510638297873;0.4942528735632184
Layer_12;0;2;1694;47;87;100;100;0.46808510638297873;0.4942528735632184
Layer_13;0;2;1516;48;87;100;100;0.4583333333333333;0.4942528735632184
Layer_15;0;2;536;53;88;100;100;0.3584905660377358;0.5
Layer_16;0;2;715;53;87;100;100;0.37735849056603776;0.5057471264367817
Layer_17;0;2;2;54;87;100;100;0.37037037037037035;0.5057471264367817
Layer_18;0;2;91;54;87;100;100;0.37037037037037035;0.5057471264367817
Layer_19;0;2;804;53;87;100;100;0.37735849056603776;0.5057471264367817
Layer_2;0;2;180;54;87;100;100;0.5;0.5057471264367817
Layer_20;0;2;1160;52;87;100;100;0.38461538461538464;0.5057471264367817
Layer_21;0;2;1249;52;87;100;100;0.38461538461538464;0.5057471264367817
Layer_22;0;2;893;53;87;100;100;0.37735849056603776;0.5057471264367817
Layer_23;0;2;269;54;87;100;100;0.37037037037037035;0.5057471264367817
Layer_3;0;2;358;54;87;100;100;0.5;0.5057471264367817
Layer_4;0;2;982;53;87;100;100;0.49056603773584906;0.5057471264367817
Layer_5;0;2;1338;52;87;100;100;0.4807692307692308;0.5057471264367817
Layer_6;0;2;1427;52;87;100;100;0.4807692307692308;0.5057471264367817
Layer_7;0;2;1071;53;87;100;100;0.49056603773584906;0.5057471264367817
Layer_8;0;2;447;54;87;100;100;0.5;0.5057471264367817
